      r[a_0]     n(bound)   n(unbound) n(tightbound)
2.107477e+00 4.281319e-02 1.894115e-05 1.103978e-07
2.138543e+00 3.963206e-02 1.894115e-05 8.070227e-08
2.170067e+00 3.664073e-02 1.894115e-05 5.873305e-08
2.202055e+00 3.383207e-02 1.894115e-05 4.255245e-08
2.234515e+00 3.119883e-02 1.894115e-05 3.068916e-08
2.267453e+00 2.873370e-02 1.894115e-05 2.203112e-08
2.300877e+00 2.642935e-02 1.894115e-05 1.574171e-08
2.334794e+00 2.427845e-02 1.894115e-05 1.119444e-08
2.369211e+00 2.227372e-02 1.894115e-05 7.922460e-09
2.404135e+00 2.040793e-02 1.894115e-05 5.579502e-09
2.439574e+00 1.867401e-02 1.894115e-05 3.910022e-09
2.475535e+00 1.706496e-02 1.894115e-05 2.726348e-09
2.512026e+00 1.557396e-02 1.894115e-05 1.891347e-09
2.549055e+00 1.419436e-02 1.894115e-05 1.305324e-09
2.586630e+00 1.291970e-02 1.894115e-05 8.961707e-10
2.624759e+00 1.174369e-02 1.894115e-05 6.120075e-10
2.663450e+00 1.066030e-02 1.894115e-05 4.157036e-10
2.702711e+00 9.663675e-03 1.894115e-05 2.808270e-10
2.742551e+00 8.748214e-03 1.894115e-05 1.886638e-10
2.782979e+00 7.908540e-03 1.894115e-05 1.260372e-10
2.824002e+00 7.139511e-03 1.894115e-05 8.372110e-11
2.865630e+00 6.436226e-03 1.894115e-05 5.529195e-11
2.907871e+00 5.794017e-03 1.894115e-05 3.630312e-11
2.950735e+00 5.208456e-03 1.894115e-05 2.369436e-11
2.994232e+00 4.675344e-03 1.894115e-05 1.537191e-11
3.038369e+00 4.190715e-03 1.894115e-05 9.911871e-12
3.083157e+00 3.750828e-03 1.894115e-05 6.351702e-12
3.128605e+00 3.352160e-03 1.894115e-05 4.044760e-12
3.174723e+00 2.991404e-03 1.894115e-05 2.559319e-12
3.221521e+00 2.665458e-03 1.894115e-05 1.608960e-12
3.269008e+00 2.371423e-03 1.894115e-05 1.004882e-12
3.317196e+00 2.106590e-03 1.894115e-05 6.234378e-13
3.366094e+00 1.868437e-03 1.894115e-05 3.841823e-13
3.415713e+00 1.654616e-03 1.894115e-05 2.351288e-13
3.466063e+00 1.462950e-03 1.894115e-05 1.429076e-13
3.517155e+00 1.291423e-03 1.894115e-05 8.624678e-14
3.569001e+00 1.138170e-03 1.894115e-05 5.168017e-14
3.621611e+00 1.001469e-03 1.894115e-05 3.074353e-14
3.674996e+00 8.797367e-04 1.894115e-05 1.815461e-14
3.729168e+00 7.715162e-04 1.894115e-05 1.064087e-14
3.784139e+00 6.754713e-04 1.894115e-05 6.189815e-15
3.839920e+00 5.903785e-04 1.894115e-05 3.573065e-15
3.896523e+00 5.151196e-04 1.894115e-05 2.046532e-15
3.953961e+00 4.486747e-04 1.894115e-05 1.162952e-15
4.012245e+00 3.901154e-04 1.894115e-05 6.555730e-16
4.071389e+00 3.385981e-04 1.894115e-05 3.665606e-16
4.131404e+00 2.933580e-04 1.894115e-05 2.032754e-16
4.192304e+00 2.537026e-04 1.894115e-05 1.117858e-16
4.254102e+00 2.190067e-04 1.894115e-05 6.095347e-17
4.316811e+00 1.887067e-04 1.894115e-05 3.295086e-17
4.380444e+00 1.622953e-04 1.894115e-05 1.765785e-17
4.445015e+00 1.393175e-04 1.894115e-05 9.379014e-18
4.510538e+00 1.193652e-04 1.894115e-05 4.937063e-18
4.577027e+00 1.020737e-04 1.894115e-05 2.575231e-18
4.644495e+00 8.711754e-05 1.894115e-05 1.330893e-18
4.712959e+00 7.420700e-05 1.894115e-05 6.813835e-19
4.782431e+00 6.308457e-05 1.894115e-05 3.455441e-19
4.852928e+00 5.352194e-05 1.894115e-05 1.735483e-19
4.924464e+00 4.531713e-05 1.894115e-05 8.631414e-20
4.997054e+00 3.829183e-05 1.894115e-05 4.250401e-20
5.070715e+00 3.228895e-05 1.894115e-05 2.072051e-20
5.145461e+00 2.717046e-05 1.894115e-05 9.998553e-21
5.221309e+00 2.281528e-05 1.894115e-05 4.775035e-21
5.298275e+00 1.911748e-05 1.894115e-05 2.256652e-21
5.376375e+00 1.598460e-05 1.894115e-05 1.055184e-21
5.455627e+00 1.333609e-05 1.894115e-05 4.881360e-22
5.536047e+00 1.110198e-05 1.894115e-05 2.233974e-22
5.617653e+00 9.221603e-06 1.894115e-05 1.011295e-22
5.700461e+00 7.642483e-06 1.894115e-05 4.527742e-23
5.784491e+00 6.319352e-06 1.894115e-05 2.005185e-23
5.869758e+00 5.213244e-06 1.894115e-05 8.784775e-24
5.956283e+00 4.290695e-06 1.894115e-05 3.806266e-24
6.044083e+00 3.523042e-06 1.894115e-05 1.632840e-24
6.133178e+00 2.885787e-06 1.894115e-05 6.928489e-25
6.223585e+00 2.358047e-06 1.894115e-05 2.915034e-25
6.315326e+00 1.922061e-06 1.894115e-05 1.212631e-25
6.408418e+00 1.562762e-06 1.894115e-05 5.023348e-26
6.502883e+00 1.267399e-06 1.894115e-05 2.080261e-26
6.598741e+00 1.025209e-06 1.894115e-05 8.442911e-27
6.696011e+00 8.271290e-07 1.894115e-05 3.509979e-27
6.794715e+00 6.655467e-07 1.894115e-05 1.449758e-27
6.894875e+00 5.340856e-07 1.894115e-05 6.078836e-28
6.996510e+00 4.274174e-07 1.894115e-05 2.254500e-28
7.099644e+00 3.411021e-07 1.894115e-05 9.467538e-29
7.204298e+00 2.714493e-07 1.894115e-05 2.326830e-29
7.310495e+00 2.154005e-07 1.894115e-05 2.934426e-30
7.418258e+00 1.704271e-07 1.894115e-05 7.783464e-31
7.527608e+00 1.344452e-07 1.894115e-05 1.744943e-30
7.638571e+00 1.057419e-07 1.894115e-05 2.777141e-30
7.751169e+00 8.291315e-08 1.894115e-05 7.196719e-30
7.865427e+00 6.481183e-08 1.894115e-05 1.245981e-29
7.981370e+00 5.050319e-08 1.894115e-05 1.129176e-29
8.099021e+00 3.922798e-08 1.894115e-05 1.139256e-29
8.218407e+00 3.037137e-08 1.894115e-05 1.367427e-29
8.339552e+00 2.343702e-08 1.894115e-05 3.285904e-29
8.462484e+00 1.802552e-08 1.894115e-05 5.715651e-29
8.587227e+00 1.381650e-08 1.894115e-05 6.122912e-29
8.713810e+00 1.055384e-08 1.894115e-05 7.675168e-29
8.842258e+00 8.033433e-09 1.894115e-05 8.203824e-29
8.972599e+00 6.093210e-09 1.894115e-05 8.513863e-29
9.104862e+00 4.604904e-09 1.894115e-05 7.741853e-29
9.239075e+00 3.467359e-09 1.894115e-05 9.919189e-29
9.375266e+00 2.601081e-09 1.894115e-05 9.597318e-29
9.513464e+00 1.943827e-09 1.894115e-05 1.043926e-28
9.653700e+00 1.447039e-09 1.894115e-05 1.005457e-28
9.796003e+00 1.072974e-09 1.894115e-05 1.038984e-28
9.940403e+00 7.924079e-10 1.894115e-05 1.057084e-28
1.008693e+01 5.828001e-10 1.894115e-05 1.031554e-28
1.023562e+01 4.268311e-10 1.894115e-05 9.587702e-29
1.038650e+01 3.112468e-10 1.894115e-05 9.633699e-29
1.053961e+01 2.259443e-10 1.894115e-05 8.699255e-29
1.069497e+01 1.632549e-10 1.894115e-05 7.949633e-29
1.085262e+01 1.173810e-10 1.894115e-05 9.183015e-29
1.101260e+01 8.395833e-11 1.894115e-05 1.023259e-28
1.117493e+01 5.971568e-11 1.894115e-05 1.082287e-28
1.133966e+01 4.221160e-11 1.894115e-05 9.137290e-29
1.150681e+01 2.963206e-11 1.894115e-05 7.257801e-29
1.167643e+01 2.063526e-11 1.894115e-05 8.533189e-29
1.184855e+01 1.423322e-11 1.894115e-05 8.464551e-29
1.202321e+01 9.701952e-12 1.894115e-05 7.814860e-29
1.220044e+01 6.513470e-12 1.894115e-05 6.009751e-29
1.238028e+01 4.284738e-12 1.894115e-05 4.188678e-29
1.256278e+01 2.739451e-12 1.894115e-05 5.150423e-29
1.274796e+01 1.679616e-12 1.894115e-05 2.824488e-29
1.293588e+01 9.645829e-13 1.894115e-05 1.480902e-29
1.312656e+01 4.957022e-13 1.894115e-05 8.625182e-30
1.332006e+01 2.052839e-13 1.894115e-05 5.090630e-30
1.351641e+01 4.885044e-14 1.894115e-05 5.885419e-32
1.371565e+01 1.412637e-21 1.894115e-05 6.243900e-29
